[4, 7, 2, 1, 2, 5, 9, 13]
[4, 7, 2, 1, 5, 10, 9, 13]
[4, 7, 2, 1, 5, 10, 14, 13]
[4, 7, 2, 3, 2, 5, 9, 13]
[4, 7, 2, 3, 7, 10, 9, 13]
[4, 7, 2, 3, 7, 10, 14, 13]
[4, 7, 2, 6, 2, 5, 9, 13]
[4, 7, 2, 6, 5, 10, 9, 13]
[4, 7, 2, 6, 5, 10, 14, 13]
[4, 7, 2, 6, 7, 10, 9, 13]
[4, 7, 2, 6, 7, 10, 14, 13]
[4, 7, 2, 6, 10, 5, 9, 13]
[4, 7, 2, 6, 10, 13, 9, 13]
[4, 7, 2, 6, 10, 13, 14, 13]
[4, 7, 2, 6, 10, 15, 14, 13]
[4, 7, 4, 3, 2, 5, 9, 13]
[4, 7, 4, 3, 7, 10, 9, 13]
[4, 7, 4, 3, 7, 10, 14, 13]
[4, 7, 4, 8, 7, 10, 9, 13]
[4, 7, 4, 8, 7, 10, 14, 13]
[4, 7, 4, 8, 12, 15, 14, 13]
[4, 7, 10, 6, 2, 5, 9, 13]
[4, 7, 10, 6, 5, 10, 9, 13]
[4, 7, 10, 6, 5, 10, 14, 13]
[4, 7, 10, 6, 7, 10, 9, 13]
[4, 7, 10, 6, 7, 10, 14, 13]
[4, 7, 10, 6, 10, 5, 9, 13]
[4, 7, 10, 6, 10, 13, 9, 13]
[4, 7, 10, 6, 10, 13, 14, 13]
[4, 7, 10, 6, 10, 15, 14, 13]
[4, 7, 10, 9, 5, 10, 9, 13]
[4, 7, 10, 9, 5, 10, 14, 13]
[4, 7, 10, 9, 10, 5, 9, 13]
[4, 7, 10, 9, 10, 13, 9, 13]
[4, 7, 10, 9, 10, 13, 14, 13]
[4, 7, 10, 9, 10, 15, 14, 13]
[4, 7, 10, 9, 13, 10, 9, 13]
[4, 7, 10, 9, 13, 10, 14, 13]
[4, 7, 10, 11, 7, 10, 9, 13]
[4, 7, 10, 11, 7, 10, 14, 13]
[4, 7, 10, 11, 10, 5, 9, 13]
[4, 7, 10, 11, 10, 13, 9, 13]
[4, 7, 10, 11, 10, 13, 14, 13]
[4, 7, 10, 11, 10, 15, 14, 13]
[4, 7, 10, 11, 12, 15, 14, 13]
[4, 7, 10, 11, 15, 10, 9, 13]
[4, 7, 10, 11, 15, 10, 14, 13]
[4, 7, 10, 14, 10, 5, 9, 13]
[4, 7, 10, 14, 10, 13, 9, 13]
[4, 7, 10, 14, 10, 13, 14, 13]
[4, 7, 10, 14, 10, 15, 14, 13]
[4, 7, 10, 14, 13, 10, 9, 13]
[4, 7, 10, 14, 13, 10, 14, 13]
[4, 7, 10, 14, 15, 10, 9, 13]
[4, 7, 10, 14, 15, 10, 14, 13]
[4, 7, 12, 8, 7, 10, 9, 13]
[4, 7, 12, 8, 7, 10, 14, 13]
[4, 7, 12, 8, 12, 15, 14, 13]
[4, 7, 12, 11, 7, 10, 9, 13]
[4, 7, 12, 11, 7, 10, 14, 13]
[4, 7, 12, 11, 10, 5, 9, 13]
[4, 7, 12, 11, 10, 13, 9, 13]
[4, 7, 12, 11, 10, 13, 14, 13]
[4, 7, 12, 11, 10, 15, 14, 13]
[4, 7, 12, 11, 12, 15, 14, 13]
[4, 7, 12, 11, 15, 10, 9, 13]
[4, 7, 12, 11, 15, 10, 14, 13]
[4, 7, 12, 16, 12, 15, 14, 13]
[4, 7, 12, 16, 15, 10, 9, 13]
[4, 7, 12, 16, 15, 10, 14, 13]
